ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
2327,Guangxi Huanjiang IFM (conversion of logged to protected forest) Project,"Huanjiang Maonan Autonomous County Huashan Forestry Investment Co., Ltd",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,53992,Asia,2022-07-28,2016-07-01,2036-06-30
2310,Anhuang Afforestation Project,"Guizhou Xinzhanxin Agricultural Technology Co., Ltd.",Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,607596,Asia,2021-02-11,2016-03-15,2046-03-14
2302,Guizhou Dongyijing CMM Power Generation Project,"Liupanshui Zhongding New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources); Mining/mineral production,,ACM0008,Registered,China,174220,Asia,2021-04-10,2019-05-08,2029-05-07
2299,Hunan Xiangtan Landfill Gas Power Generation Project,"Xiangtan Xiangneng New Energy Technology Co., Ltd.",Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001,Registered,China,104582,Asia,2020-08-10,2019-01-29,2029-01-28
2291,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 2,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,419925,Asia,2020-11-30,2018-02-26,2028-02-25
2292,Guizhou Panjiang Low Concentration Coal Mine Methane Power Generation Project Phase 3,"Guizhou Panjiang CBM Development&Utilization Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,589187,Asia,2020-11-26,,
1049,Heilongjiang Bianfushan Wind Power Project,"Shuangyashan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,125030,Asia,2020-04-06,,
1078,Guangdong Zhanjiang Yangqian 49.5MW Wind Power Project,Guangdong Yudean Zhanjiang Wind Power Co.Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,79683,Asia,2013-06-10,2016-05-28,2023-05-27
1086,Guizhou Tongzihe Yangjiayuan Hydropower Project,"Guizhou Tongzi River Hydropower Development Co., L",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,100858,Asia,2013-06-18,,
1099,Qian'an Wangxin Caizi Town Windfarm Project Phase I,"Qian’an IW Power Co., Ltd, P.R.China",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,102586,Asia,2020-04-06,,
1166,Nanba Associated Gas Processing Plant and the Auxiliary Engineering,"Daqing Oilfield Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas)",,AM0009,Registered,China,301731,Asia,2014-10-10,,
1242,Inner Mongolia Helin Shimenzi 49.5MW Wind Power Project,"Longyuan Inner Mongolia Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,108105,Asia,2020-04-06,,
1248,CGN Hami Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,22893,Asia,2014-02-26,,
1249,CGN Kashi Yingjisha Phase I 20MWp Grid-connected PV Power Plant Project,"CGN Solar Power Development Co., LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,23740,Asia,2014-02-26,,
1250,CGN Dunhuang 10MW Grid-connected Solar PV Power Generation Project,CGN Enfinity (Dunhuang) Solar Energy Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,14063,Asia,2014-02-25,,
1264,"Yunnan Longjiang 240MW Hydropower Project, in P.R. China",Yunnan Longjiang Hydropower Project Development Co,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,649177,Asia,2014-04-04,2017-07-14,2024-07-13
1312,Inner Mongolia Tongliao Wind Farm Project Phase III,"Guohua (Tongliao) Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,127184,Asia,2014-04-14,2016-09-16,2023-09-15
1313,Inner Mongolia Tongliao Wind Farm Project Phase IV,"Guohua (Tongliao) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,121480,Asia,2014-05-12,2016-09-24,2023-09-23
1369,"Scitus Luzhou Cement Co., Ltd WHR Power Generation Project (9MW)","Scitus Luzhou Cement Co., Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,China,36161,Asia,2014-12-08,2014-05-03,2024-05-02
1370,"Guizhou Kai Li Rui An Jian Cai Co., Ltd WHR Power Generation Project (4.5MW)","Guizhou Kai Li Rui An Jian Cai Co., Ltd",Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,China,20118,Asia,2014-11-27,2013-01-31,2023-01-30
254,Guangdong Nan Ao 26MW  Wind Power Project,China Resources Wind Power(Shantou) Co.Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,50000,Asia,2009-12-18,,
85,Shizibao Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,China,7626,Asia,2020-04-06,2021-06-01,2028-05-31
87,Xiangshuihe Hydropower Station Project,"Yanbian Heli Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,5922,Asia,2020-04-06,2021-06-01,2028-05-31
88,Sanchawan 32MW Hydro Power Project,"Guizhou Anshun Sanchawan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,117618,Asia,2009-06-30,2020-11-01,2027-10-31
90,Dongliuxi Erji 12.6 MW Hydropower Project in Hubei Province,Essent Trading,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,44982,Asia,2020-04-06,2021-07-15,2028-07-14
91,Changshatou 10MW Hydropower Project in Hubei Province,"Yichang Changfeng Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,33022,Asia,2020-04-06,2017-12-10,2027-12-09
94,Jiangsu  Qingshi Cement  Plant’s Low Temperature Waste Heat Power  Generation Project,Jiangsu Qingshi Cement Co. Ltd.,Energy distribution,,ACM0012,Registered,China,81491,Asia,2009-07-15,2021-12-01,2028-11-30
96,Shandong Yucheng Xinyuan Biomass Heat & Power,"Shandong Yuchen Xinyuan Heat & Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; ACM0006,Registered,China,189552,Asia,2009-07-15,2021-01-01,2027-12-31
97,Yanling Shendu Hydropower Project,"Hunan Zhongda Shendu Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,19883,Asia,2009-07-15,2020-02-13,2027-02-12
99,Saihanba East 45.05 MW Windfarm Project,"Datang Chifeng Saihanba Wind Power Generation Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,111812,Asia,2009-07-15,2020-10-01,2027-09-30
105,Maoshaping Hydro Power Project,"Yangbi Heihuijiang Electric Power Development Co.,",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,31810,Asia,2009-07-15,2021-05-10,2028-05-09
108,Tiefa Coal Mine Methane Utilisation for Power Generation Project,"Tiefa Coal Industry (Group) Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,231759,Asia,2020-04-06,2017-10-30,2027-10-29
110,Mani 14 MW Small Hydropower Project,JPMorgan Ventures Energy Corporation,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,56597,Asia,2009-07-23,2020-01-09,2027-01-08
116,Jilin Liaoyuan Meihe Coal Mine Methane Power Generation Project,"Liaoyuan Jingang Cement (Holding) Co., Ltd.",Mining/mineral production,,ACM0008,Registered,China,41348,Asia,2009-07-29,,
119,Changtan Hydro Power Project in Guizhou Province,Sinan Tengyuan Shuanghe Electric Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,16447,Asia,2020-04-06,2022-06-01,2029-05-31
121,Saihanba North 45.05 MW Windfarm Project,JPMorgan Ventures Energy Corporation,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,111812,Asia,2009-08-04,2020-11-01,2027-10-31
123,Longwangtan 15MW Hydro Power Project in Guizhou Province,Longyuan Hydro Power Development in Congiang Count,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,43274,Asia,2009-08-06,,
124,Gansu Yumen Sanshilijingzi Wind Power Project,"Gansu Jieyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,106556,,2020-06-04,,
125,Taicang Waste Incineration Project,Taicang Waste Incineration Cogeneration Co. Ltd,Waste handling and disposal,,AM0025,Registered,China,90779,,2020-04-06,,
137,Qixia Tangshanpeng Windfarm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,45774,Asia,2009-09-10,2019-01-01,2025-12-31
140,Xinjiang Xiaocaohu Wind Power Project,MGM Worldwide LLC,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,108924,Asia,2020-04-06,2022-03-15,2029-03-14
148,Hebei Kangbao Wolongtushan 30 MW Wind Farm Project,"Hebei Construction Investment Zhangjiakou Wind Energy Co, Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,59089,Asia,2020-04-06,2021-04-15,2028-04-14
150,Inner Mongolia Wudaogou 50.25MW Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,142848,Asia,2020-04-06,,
151,Yuyao Electricity Generation Project using Natural Gas,Zhejiang Guohua Yuyao Fuel Gas Power Generation Co,Energy industries (renewable/non-renewable sources),,ACM0002; AM0029,Registered,China,804794,,2020-04-06,,
40,Yichun Erduoyan Wind Power Project,"Yichun Xinganling Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,61966,Asia,2009-05-04,2021-03-29,2028-03-28
45,Zhoubai Hydroelectric Project,Chongqing Wujiang Industry (power) Group,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,58051,Asia,2020-04-06,,
47,Jinan Landfill Gas to Energy Project,"Shandong Shifang New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0001; AMS-I.D.,Registered,China,112908,Asia,2020-04-06,2020-05-01,2027-04-30
48,Shandong Tuoji Island Wind Farm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,24998,Asia,2009-05-05,2021-03-03,2028-03-02
56,"Manasi River Stage I Hydropower Project of Hongshanzui Hydropower Plant, Xinjiang Tianfu Thermoelectric Co., Ltd.","Xinjiang Tianfu Thermoelectric Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,150000,Asia,2020-04-06,2021-01-01,2027-12-31
58,Pubu Hydropower Station Project,Panzhihua Reshuihe Electric Power Development Co.,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,China,8746,Asia,2020-04-06,2022-01-01,2028-12-31
62,Yunnan Dehong Longchuan Bienaihe 1st and 2nd Level Hydropower Stations,"Longchuan Minhong Hydro Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,China,34907,Asia,2020-04-06,2020-03-28,2027-03-27
71,Chengde Hongsong Windfarm Project,Hebei Hong-Song Wind Power Share Holding Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,110000,Asia,2009-06-11,,
73,"Mingying 3.75MW Hydro Power Project in Guizhou Province, China",Guizhou Qiannan Zhongshui Hydro Power Development,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,8268,Asia,2009-06-15,2020-12-18,2027-12-17
76,Liaoyuan Jingang cement Waste Heat Recovery,"Liaoyuan Jingang Cement (Holding) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0012,Registered,China,100636,Asia,2009-06-15,2020-09-29,2027-09-28
7,HEILONGJIANG MULING DAIMAGOU WIND FARM PROJECT (PHASE 1) CHINA,Asia Wind Power (Mudanjiang) Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,75293,Asia,2009-03-24,,
11,"Waste heat power generation project at Hunan Anshi Xingyuan Power Generation Co., Ltd.",Vitol SA,Energy industries (renewable/non-renewable sources),,ACM0002; ACM0012,Registered,China,51360,,2020-04-06,,
27,Yunnan Heier 25MW Hydro Power Project,Origin Energy Electricity Limited,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,96046,,2020-04-06,,
28,Hubei Hefeng Yanzi Town Baishun Village Taohuashan Hydropower Station,COzero,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,China,39915,,2020-04-06,,
30,Hunan Dongping 72MW Hydropower Project,Wuling Power Corporation Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,253336,Asia,2020-04-06,2021-04-01,2028-03-31
156,Zhejiang Cixi Wind Farm Project,"Cixi Yangtze River Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,99086,,2020-04-06,,
157,Zhejiang Qushan Wind Farm Project,"Zhejiang Meida Electric Power Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,81654,,2020-04-06,,
171,Pingwu Renjiaba 12.6 MW Small Hydropower Project,"Pingwu Chuanjiang Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,73089,,2020-04-06,,
186,Jintang 15.5MW Hydropower Project,"Shaanxi Lan River Hydropower Development Co.,Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,59213,,2020-04-06,,
187,Maobaguan 24MW Hydropower Project,"Shaanxi Hanjiang Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,81966,,2020-04-06,,
191,4×50 MW Dayingjiang- 3 Hydropower Project Phases 1&2,Dehong Kairui Dayingjiang Hydropower Dev. Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,569379,Asia,2020-04-06,2016-04-01,2026-03-31
193,Yunnan Ajiutian 115.5 MW Hydropower Project,"Yunnan Baoshan Supahe Hydropower Development Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,477506,,2020-04-06,,
194,Yunnan Wunihe 30 MW Hydropower Project,"Yunnan Baoshan Supahe Hydropower Development Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,116595,,2020-04-06,,
196,Tiefa Coal Industry Group CMM Utilization Project,"Tiefa Coal Industry (Group) Co., Ltd.","Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,731169,Asia,2020-04-06,2020-04-01,2027-03-31
239,Guohua Inner Mongolia Huitengliang West Wind Farm Project,Carbon Resource Management Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,129013,Asia,2009-12-09,2022-04-01,2029-03-31
242,Santangou First and Second Grade Hydropower Stations Project,"Miyi Deshi Xinxin Hydroelectricity Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,18168,Asia,2020-04-06,2018-09-20,2025-09-19
246,Fujian Jiangle Dayan 32MW Hydropower Project,"Fujian Jinhu Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,105990,,2020-04-06,,
253,Fuzhou Hongmiaoling Landfill  Gas to Electricity Project,Fujian Tianyi Renewable Energy Technology & Utiliz,Energy industries (renewable/non-renewable sources),,ACM0001; AMS-I.D.,Registered,China,50000,Asia,2009-12-18,,
262,"6.5MW WHR Project in Huasheng Tianya Cement Co., Ltd.","Huasheng Tianya Cement Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,38400,Asia,2020-04-06,,
273,Diaobingshan New-built 49.5MW Wind Power Station Project,"Three Gorges New Energy Diaobingshan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,107541,Asia,2020-04-06,2018-02-02,2028-02-01
276,Jilin Tongyu Tongfa Wind Power Project,"Jilin Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,249920,Asia,2020-04-06,,
277,Hebei Shirenshan Wind Power Project,"Longyuan (Zhangjiakou) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,122445,Asia,2020-04-06,,
279,Pingyuan Tongli WHR Project,"Xinxiang Pingyuan Tongli Cement Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0012,Registered,China,54519,,2020-04-06,,
280,Yulong Tongli WHR Project,"Zhumadian Yulong Tongli Cement Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0012,Registered,China,54519,,2020-04-06,,
283,"Azhu Hydro Power Project in Guizhou Province, China",Liupanshui Tuoyuan Group Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,84852,Asia,2020-04-06,2016-06-26,2026-06-25
294,Jiangsu Rudong Lingyang Wind Power Project,"Jiangsu Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,98526,Asia,2020-04-06,,
313,"Macaohe 9.8MW  hydro power project in Guizhou Province, China",Macaohe Hydro Power Development in Songtao County,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,26969,,2020-04-06,,
319,CGN Gansu Anxi Daliang 49.5MW Wind Power Project,"Gansu CGNPC Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,115912,,2020-04-06,,
325,Lugouhe Hydropower Station Project,"Sichuan Ebian Lugouhe Hydroelectricity Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,18928,Asia,2020-04-06,2019-10-26,2026-10-25
326,Jinti Hydropower Station Project,"Sichuan Ebian Jindong Tiji Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,17326,Asia,2020-04-06,2018-12-25,2025-12-24
328,Huangjueshu Hydropower Station Project,"Panzhihua Reshuihe Power Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,24357,Asia,2020-04-06,2015-12-29,2025-12-28
330,"Wutuhe Erji hydro power project in Guizhou Province, China","Wutuhe Hydro Power Development Co.,Ltd of Liupansh",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,24445,Asia,2020-04-06,2016-03-28,2026-03-27
333,Yunnan Dujiacun Small  Hydropower Project,"Luquan Yulong Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,35000,Asia,2010-03-03,2016-02-01,2023-01-31
394,Hebei Chongli Qingsanying 49.3MW Wind Farm Project,"HECI Longyuan Chongli Windpower Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,121576,Asia,2010-04-19,2022-04-14,2029-04-13
395,Inner Mongolia Sunjiaying 50.25MW Wind Power Project,"Chifeng Xinsheng Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,138585,Asia,2020-04-06,2022-02-01,2029-01-31
396,Inner Mongolia Bayannaoer Chuanjingsumu 49.3MW Wind Power Project,"Longyuan (Bayannaoer) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,121295,Asia,2020-04-06,,
399,Heilongjiang Huanan Hengdaishan East Wind Power Project,"Huanan Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,58794,Asia,2020-04-06,,
371,Guangdong Lankou 26MW Hydro Power Project,"Shenzhen City Fuyuan Industry (Group) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,69757,Asia,2020-06-04,,
402,Landfill-Gas-to-Energy Project at the Jiang Cun Gou Municipal Landfill,Veolia Environmental Services Energy Recovery Ltd,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; AMS-I.D.,Registered,China,109496,Asia,2010-04-28,2019-06-01,2029-05-31
434,Gansu Yongchang County Donghewan Cascaded Hydropower Project,Yongchang County Minrong Hydropower Development Co,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,98012,,2020-04-06,,
435,Gansu Huanghe Chaijiaxia Hydropower Station Project,"Gansu Chaijiaxia Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,379896,Asia,2020-06-04,,
439,Yingpeng HFC23 Decompostion Project,"Yingpeng Chemical Co., Ltd.",Fugitive emissions from production and consumption of halocarbons and sulphur hexafluoride,,AM0001,Registered,China,7865277,,2020-04-06,,
453,Gansu Huanghe Bingling Hydropower Station Project,Gansu Diantou Bingling Hydropower Development Co.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,764452,Asia,2020-04-06,,
459,Hubei Jiugongshan Wind Farm CDM Project,"Hubei Jiugongshan Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,31758,Asia,2020-04-06,2021-09-24,2028-09-23
460,Gansu Datonghe Tiecheng Hydropower Station Project,"Gansu Mingzhu Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,177335,,2020-04-06,,
462,Sinohydro Inner Mongolia Ximeng Honggeer Wind Power Project,"Sinohydro Renewable Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,141932,,2020-04-06,,
474,Inner Mongolia Bayinhanggai 49.5MW Wind Farm Project,"Shanxi Zhangze Electric Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,115079,,2020-04-06,,
476,28MW Jinkouba Hydropower Project,Jintai Hydropower Co. Ltd in Gansu Province,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,108689,Asia,2010-06-21,2018-02-01,2028-01-31
485,Longyou 18MW Hydropower Project in Zhejiang Province,Zhejiang Longyou Xiaoxitan Hydro Complex Developme,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,59428,Asia,2010-08-24,2020-09-13,2027-09-12
503,Henan Zhengzhou Grid Connected Natural Gas Combined Cycle Power Plant,"Zhengzhou Combined Cycle Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,691502,,2020-04-06,,
511,Zhang Jiagang waste heat recovery from sulphuric acid production for electricity generation project,Shanghai Yangtze Delta Investment Consulting Co.,Chemical industry; Energy industries (renewable/non-renewable sources),,ACM0002; ACM0012,Registered,China,265198,Asia,2020-04-06,,
517,Shandong Changdao Wind Farm Project,"Shandong Changdao Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,33182,,2020-04-06,,
546,Jilin Da'an Dagangzi Wind Power Project Phase III,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,87176,Asia,2020-04-06,,
548,Jilin Da'an Dagangzi Wind Power Project Phase II,Jilin CGN Wind Power Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,94250,Asia,2020-04-06,,
552,Banna Liusha River Fifth Level Power Plant Project,"Xishuangbanna Silver Sand Electric Power Co.,Ltd",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,39734,Asia,2010-12-21,2022-01-01,2028-12-31
572,Dalian Maoyingzi Landfill Gas Recovery for Power Generation Project,"Dalian PhasCon Technologies Co., Ltd.",Waste handling and disposal,,ACM0001,Registered,China,241053,Asia,2011-03-02,,
575,"Catalytic Reduction of N2O inside the Ammonia Burners of the Nitric Acid Plant in Caojing, Shanghai","Shanghai BASF Polyurethane Co., Ltd.",Chemical industry,,AM0034,Registered,China,492900,Asia,2011-03-10,2019-11-28,2029-11-27
588,Yantai Dongyuan Laizhou 48.5 MW Wind Farm Project Phase I,"Yantai Dongyuan Group Laizhou Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,94845,Asia,2020-04-06,2022-01-01,2028-12-31
609,Fuhui Inner Mongolia Tugurige Wind Farm Project,"Bayannaoer Wulatezhongqi Fuhui Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,126319,Asia,2020-04-06,2022-01-18,2029-01-17
649,25.3MW WHR Project of Zhejiang Leomax Group,"Shanghai Chuanji Investment Management Co., Ltd",Energy industries (renewable/non-renewable sources),,AM0024,Registered,China,52138,Asia,2011-07-11,,
652,Anhui Rice Husk Based Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,19413,Asia,2011-07-27,,
660,Liaoning Faku Wanghaisi East Wind Power Project,"Shenyang Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,54606,Asia,2020-04-06,,
664,Xinjiang Alashankou Phase I Wind Power Project,Guodian Xinjiang Alashankou Wind Power Development,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,120905,Asia,2020-04-06,,
666,Gansu Zhangye Heihe Longhui Small Scale Hydropower Project,Zhangye Longhui Hydropower Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,43786,Asia,2020-04-06,2017-11-01,2024-10-31
683,Liusha River First Cascade 12.6MW Hydropower Project,"Coway International Techtrans Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,46216,Asia,2020-04-06,2017-01-01,2023-12-31
519,Yichun Daqingshan Wind Power Project,"Yichun Xinganling Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,38096,Asia,2020-04-06,2019-10-08,2026-10-07
526,Harbin Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,75194,Asia,2010-11-18,,
528,Panjin Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,33438,Asia,2010-11-18,,
529,Jilin Rice Husk Thermal Energy Generation Project,Wilmar International Limited,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,59533,Asia,2010-11-18,,
539,Liaoning Kangping Furaoshan Wind Power Project,"Shenyang Longyuan Hero Asia Wind Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,111719,Asia,2020-04-06,,
540,CGN Inner Mongolia Huitengliang Phase I Wind Farm Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,133871,Asia,2020-04-06,,
705,Shandong Weihai 69 MW Wind Power Project,Huaneng Zhongdian Weihai Wind Power Co,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,135920,Asia,2020-04-06,2021-10-01,2028-09-30
707,Kunming Dongjiao Baishuitang LFG Treatment and Power Generation Project,Kunming Huan Ye Project Development Co. Ltd.,Energy industries (renewable/non-renewable sources); Waste handling and disposal,,ACM0001; ACM0002,Registered,China,62403,Asia,2011-11-03,,
714,Liaoning Changtu Shihu Wind Power Project,"Tieling Longyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,115689,Asia,2011-11-29,,
715,Gansu Yumen Diwopu Phase II  Wind Power Project,"Gansu Jieyuan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,323130,Asia,2020-04-06,,
422,Zhejiang Wenling Donghaitang Wind Power Project,"Zhejiang Wenling Donghaitang Wind Power Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,69372,Asia,2020-04-06,,
767,Wuhe Kaidi Biomass Power Project,"Wuhe Kaidi Green Energy Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002; ACM0006,Registered,China,106559,Asia,2012-02-06,2018-01-01,2024-12-31
