ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date
1825,Afforestation Project in Xining City,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,IFM; REDD,AR-ACM0003,Registered,China,499982,Asia,2020-04-06,2014-04-21,2114-04-20
1826,Qinghai Afforestation Project,"Qinghai Forestry Ecological Construction and Investment Co., Ltd.",Agriculture Forestry and Other Land Use,ARR; IFM; REDD,AR-ACM0003,Registered,China,766948,Asia,2020-04-06,2014-04-21,2114-04-20
1824,"Liucheng Biomass Power Generation Project in Guangxi Zhuang Autonomous Region, China","Liuzhou City Xin’neng Biomass Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,58277,Asia,2020-04-06,2019-09-10,2029-09-09
764,Yunnan Maguan Laqi Hydropower Project,"Maguan Laqi Power Generation Co.,",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,174517,Asia,2020-04-06,2008-08-17,2029-08-16
1183,Xinjiang Jimunai CGN Phase I Wind Farm Project,"Xinjiang Jimunai CGN Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Crediting Period Renewal Requested,China,107695,Asia,2013-12-27,2021-03-19,2031-03-18
1181,CGN Inner Mongolia Zhurihe Phase II Wind Farm Project,"CGN Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,119319,Asia,2014-02-01,,
1182,CGN Inner Mongolia Zhurihe Phase I Wind Farm Project,"CGN Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,130755,,2014-01-14,,
368,Sulige Natural Gas based Power Generation Project,"Sulige Fuel Gas Power Generation Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002; AM0029,Registered,China,504618,,2020-04-06,,
725,"Shibeishan Wind Power Generation Project in Huilai County, Guangdong Province",Guangdong Yudean Shibeishan Wind Power Development,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,120288,Asia,2020-04-06,2016-03-31,2026-03-30
1219,Xinjiang Bazhou Haermodun 15MW Hydropower Project,Xinjiang Bazhou Xinhua Hydropower Development Co.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,66321,Asia,2014-01-23,2016-04-23,2023-04-22
543,Inner Mongolia Wuliji Wind Farm Project,"CGN Wind Power CO.,Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,124076,Asia,2020-04-06,,
1189,Shandong Taipingshan Wind Farm Project,"Anqiu Taipingshan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,84740,,2014-01-10,,
1188,Shandong Wendeng Zhangjiachan Wind Farm Project,"Wendeng Zhangjiachan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,84709,Asia,2014-01-13,,
1187,Shandong Yishui Tangwangshan Wind Farm Project,"Yishui Tangwangshan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,35438,,2020-04-06,,
727,CECIC HKE Zhangbei Lvnaobao Wind Power Project,"CECIC HKE Wind Power CO.,LTD",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,235797,Asia,2020-04-06,,
1718,Inner Mongolia Keyihe IFM (conversion of logged to protected forest) Project,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,128563,Asia,2020-04-06,2013-01-01,2042-12-31
1715,Inner Mongolia Wu‘erqihan IFM (conversion of logged to protected forest) Project,Multiple Proponents,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,293347,Asia,2020-04-06,2013-01-01,2042-12-31
77,Yangcun Hydropower Station Project,"Sichuan Daduhe Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,243725,Asia,2020-04-06,2019-01-01,2025-12-31
494,Zhangjiagang Nature Gas Power Generation Project,"Zhangjiagang Huaxing Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,1231243,Asia,2020-04-06,2019-06-08,2026-06-07
530,Zhumadian Zhongyuan Gas-Steam Combined Cycle Power Project in Henan China,Henan Zhongyuan Gas Power Company Ltd.,Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,858165,Asia,2020-04-06,2021-08-25,2028-08-24
656,Guizhou Qingshuihe Gelibridge Hydropower Project,"Guizhou Wujiang Qingshuihe Hydropower Development Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,387570,Asia,2020-04-06,,
518,Fujian Nanridao 16.15MW Wind Power Project in China,Fujian Putian Nanri Houshanzai Wind Power Generati,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,38476,Asia,2020-04-06,2019-09-22,2026-09-21
717,CECIC HKC Gansu Changma Wind Power project,"CECIC HKC Gansu Wind Power Co., LTD.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,430588,Asia,2020-04-06,,
719,Yunnan Dali Zhemoshan Wind Power Project,Sinohydro 14th Bureau Dali Juneng Investment Co.Lt,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,58623,Asia,2020-04-06,2017-02-01,2024-01-31
710,Shandong Changdao 27.2 MW Wind Power Project,Huaneng Zhongdian Changdao Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,58705,Asia,2020-04-06,2021-10-01,2028-09-30
754,Hubei Lichuan Longqiao Hydropower Station,"Lichuan Yu River Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,158686,Asia,2020-04-06,,
906,Fujian Zhangpu Liuao 3rd phase Wind Power Project,Datang Zhangzhou Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,47867,Asia,2020-04-06,2016-06-01,2023-05-31
779,Tongcheng Kaidi Biomass Power Project,"Tongcheng Kaidi Green Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,106573,Asia,2020-04-06,2018-01-01,2024-12-31
848,Jilin Changling Wind Farm Phase II Project,"SinoHydro CLP Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,114212,Asia,2020-04-06,2017-07-01,2024-06-30
950,Liaoning Linghai Nanxiaoliu Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,122764,Asia,2020-04-06,2017-10-01,2024-09-30
952,Liaoning Xingcheng Liutaizi Wind Farm Project,"Guodian Xingcheng Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,117731,Asia,2020-04-06,2017-07-01,2024-06-30
882,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Diluo Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,337572,Asia,2020-04-06,2018-07-01,2025-06-30
951,Liaoning Linghai Shengli Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,116862,Asia,2020-04-06,2017-10-01,2024-09-30
921,Inner Mongolia Jingneng Saihan Wind Farm Phase II Project,"Beijing International New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,112655,Asia,2020-04-06,2018-09-01,2025-08-31
936,Shiyazi Hydro power Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,131143,Asia,2020-04-06,2018-11-01,2025-10-31
949,Guodian Linghai Qingsong Wind Farm Project,"Guodian Linghai Wind Power Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,115069,Asia,2020-04-06,2017-11-01,2024-10-31
975,Chongqing Chengkou County Bashan Hydropower Station Project,"Chongqing Bashan Hydropower Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,382839,Asia,2020-04-06,2018-07-01,2025-06-30
976,Xinjiang Huaneng Toksun Baiyanghe Phase II Wind Power project,"Huaneng Turpan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,93156,Asia,2020-04-06,2019-08-26,2026-08-25
980,Kaiyuan Yemin 49.5 MW Wind Power Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,110668,Asia,2020-04-06,2018-04-01,2025-03-31
1222,"Kaiyang 15100 Rural Methane Digesters Project in Guizhou Province, China","Guizhou Haikang Marsh gas Material Trade Co,Ltd.","Energy industries (renewable/non-renewable sources); Livestock, enteric fermentation, and manure management",,AMS-III.R.,Registered,China,48486,,2020-04-06,,
1098,Anhui Suzhou 2X12.5 MW Biomass Power Generation Project,"Huadian Suzhou Biomass Power Industrial Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,123447,Asia,2020-04-06,2018-03-01,2025-02-28
1226,Anhui Zhongxing Shouchuang Energy-Saving Service Co. Ltd. Biomass Boiler Retrofitting Project,Anhui Zhongxing Shouchuang Energy-saving Service,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,33281,,2020-04-06,2019-02-01,2026-01-31
1148,Luofan 24MW Hydropower Project in Guizhou Province China,Guizhou Zhongshui Energy Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,55857,,2020-04-06,2021-12-05,2031-12-04
1204,Guohua Wulate Zhongqi Phase I 49.5 MW Wind farm Project,"Guohua CWP (Bayannaoer) Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,133685,,2020-04-06,,
471,"The Bogeda 40.5 MW Wind-Farm Project in Urumqi, Xinjiang, China",The CECIC Wind Power (Xinjiang) Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,118786,Asia,2020-04-06,,
1035,Inner Mongolia Keshiketeng County Wutaohai South Wind Farm 49.5 MW Project,"Keshiketeng County Huifeng New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,128803,Asia,2020-04-06,2019-11-01,2026-10-31
1664,Yunnan Xishuangbanna Improved Forest Management Project,"Xishuangbanna Forestry Bureau of Yunnan province, P.R.China.",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,116987,Asia,2020-04-06,2012-01-01,2031-12-31
716,Gansu Guazhou Xiangyang Phase II Wind Power Project,"Gansu Xinan Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,429403,Asia,2020-04-06,,
1143,Ningxia Angli Lingwu Photovoltaic Grid Connected Power Plant Project,"Datang Angli (Lingwu) New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,48402,,2013-11-12,2021-12-28,2031-12-27
1332,"Reforestation Project in Yingjing County, Sichuan Province",Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,3365,Asia,2014-10-22,2011-04-01,2041-03-31
154,"Shunchang Yangkou Hydro Power Project, Fujian, China",Xiamen HSE Environmental Engineering Consulting,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,147709,Asia,2009-10-23,,
877,"Sichuan Huadian Xixi River Hydro-electricity Development Co., Ltd. Luogu Hydroelectric Project","Sichuan Huadian Xixi River Hydroelec. Dev. Co., Lt",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,176372,Asia,2012-08-10,2018-09-01,2025-08-31
945,Chongqing Youyang County Youchou Hydropower Project,Multiple Proponents,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,334000,Asia,2020-04-06,2018-01-01,2024-12-31
894,Yunnan Sinanjiang Hydropower Project,Yunnan Dianneng Sinanjiang Hydropower Development,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,696245,Asia,2012-09-14,2016-11-01,2023-10-31
432,"Xiaoshan Power Plant’s NG Power Generation Project of Zhejiang Southeast Electric Power Co., Ltd.","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,937067,Asia,2020-04-06,,
400,"Zhejiang Provincial Energy Group Zhenhai Natural Gas Power Generation Co., Ltd.’s NG Power Generation Project","Zhejiang Southeast Electric Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,937067,Asia,2020-04-06,2017-01-09,2027-01-08
1577,Fujian Yong’an Improved Forest Management Project,"Yong’an Forestry Bureau of Fujian province, P.R.China",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,57455,Asia,2020-04-06,2011-07-01,2031-06-30
1140,Henan Xinxiang 24MW Biomass based Cogeneration Project,"Xinxiang Tianjie Bio-Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,55874,Asia,2013-09-11,2019-10-28,2029-10-27
1040,Inner Mongolia Hangjin Yihewusu Wind Power Project,"Inner Mongolia Xinjin Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,113411,Asia,2020-04-06,2018-01-01,2024-12-31
1044,Ziqiang 18MW Hydropower Project in Guizhou Province China,Guizhou Zhijn Ouhua Developent Co.Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,80181,Asia,2020-04-06,2019-11-01,2026-10-31
72,Heilongjiang Mulan Windfarm Project,"Heilongjiang Huafu Mulan Wind power Co., Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,27749,Asia,2020-04-06,,
166,Dachunhe Sanji 6MW Hydropower Project in Yunnan Province,"Yunnan New View Power Co.,Ltd.",Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,22668,Asia,2020-04-06,,
84,BEIJING 48 MW GUANTING WIND POWER PROJECT,Beijing Jingeng Energy Technology Investment Compa,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,100720,Asia,2020-04-06,2018-01-18,2028-01-17
36,China Xiaogushan Hydropower Project,"Xiaogushan Hydropower Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,39947,Asia,2009-04-09,,
928,Yunnan Mangli Hydropower Project,Datang Mangli Hydropower Development Company Limit,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,51887,Asia,2012-11-23,2020-01-13,2030-01-12
472,"The Wulabo 30 MW Wind-Farm Project in Urumqi, Xinjiang of China",The CECIC Wind Power (Xinjiang) Co. Ltd.,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,83468,Asia,2010-07-20,2021-06-28,2028-06-27
1542,Yunnan Kunming Liangqu Improved Forest Management Project,"Kunming Yuming Investment Development Co., Ltd.",Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,54734,Asia,2020-04-06,2011-04-01,2031-03-31
174,Shilong Small-Scale Hydro Power Project,Panzhihua Reshuihe Electric Power Development Co.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,43824,Asia,2020-04-06,,
175,Siliping Small-Scale Hydro Power Project,Panzhihua Reshuihe Electric Power Development Co.,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,42872,Asia,2020-04-06,2020-09-26,2027-09-25
1529,Inner Mongolia Chao’er Improved Forest Management Project,Chao’er Forest Bureau of Inner Mongolia Autonomous Region,Agriculture Forestry and Other Land Use,IFM,VM0010,Registered,China,90035,Asia,2020-04-06,2010-01-01,2029-12-31
736,Guyuan Wuhuaping 49.5 MW Wind Power Project,Construction Investment Yanshan Wind Energy,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,123645,Asia,2020-04-06,2019-11-28,2029-11-27
892,Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,258571,Asia,2020-04-06,2020-11-27,2030-11-26
807,Hebei Chongli County Qingsanying Second Phase 49.3MW Wind Power Project,"Chongli Construction Investment Huashi Wind Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,108101,Asia,2020-04-06,,
814,Hebei Yuxian Second Phase 49.5MW Wind Power Project,"Hebei Construction Investment Yuzhou Wind Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,111243,Asia,2020-04-06,,
413,Hebei Yuxian Kongzhongcaoyuan 49.5MW Wind Farm Project,"Hebei Construction Investment Yuzhou Wind Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,118735,Asia,2020-04-06,,
808,Yuxian Baiyantuo 49.3 MW Wind Power Project,"Hebei Construction Investment Yuzhou Wind Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,86587,Asia,2020-04-06,,
697,Hebei Kangbao Sanxiatian Wind Farm Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,124846,Asia,2020-04-06,,
414,Hebei Haixing 49.5MW Wind Farm Project,Hebei Construction Investment Zhongxing Wind Energ,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,96650,Asia,2020-04-06,,
1162,Jiangxi Province Le'an County Forest Farm Carbon Sink Project,"Beijing Shengdahuitang Carbon Management Co.,Ltd.",Agriculture Forestry and Other Land Use,REDD,VM0010,Registered,China,86680,,2020-04-06,2006-01-01,2035-12-31
393,Qingdao Huawei Windpower (QHW) Project,Qingdao Huawei Wind Power Co. Ltd,Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,20000,Asia,2010-04-12,2019-01-01,2028-12-31
1334,Yunnan Tengzhong New Energy Technology Co. Ltd. Biomass Heating System Retrofitting and Biomass Collection Station Project,Yunnan Tengzhong New Energy Technology Co. Ltd.,Energy industries (renewable/non-renewable sources),,AMS-I.C.,Registered,China,1678,Asia,2020-04-06,2019-07-01,2026-06-30
1056,CECIC Zhangbei Gaojialiang Wind farm Project.,"CECIC Wind Power (Zhangbei) Yunwei Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,89366,Asia,2020-04-06,2016-04-11,2023-04-10
438,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",Multiple Proponents,Energy industries (renewable/non-renewable sources),,AMS-I.D.,Registered,China,369699,Asia,2012-12-19,2016-04-01,2026-03-31
1490,Nanjing Jinling Grid Connected Natural Gas Combined Cycle Power Plant Project,"Huaneng Nanjing Jinling Power Generation Co., Ltd",Energy industries (renewable/non-renewable sources),,AM0029,Registered,China,1044328,Asia,2015-09-16,2017-12-01,2024-11-30
1126,Jilin Liaoyuan 50MW Level Biomass Cogeneration Project,"National Bio Energy Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0006,Registered,China,190139,Asia,2020-04-06,2016-07-10,2023-07-09
29,Gansu Zhouqu Shimenping 15 MW Hydropower Station Project,Gansu Diantou Darong Shimenping Power Generation,Energy industries (renewable/non-renewable sources),,ACM0002; AMS-I.D.,Registered,China,66659,Asia,2020-04-06,2020-05-01,2027-04-30
903,Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project,"Hebei Construction Investment New Energy Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,427936,Asia,2020-04-06,,
1361,Reforestation Project in Qinghai Province 2012,Multiple Proponents,Agriculture Forestry and Other Land Use,ARR,AR-ACM0003,Registered,China,6708,Asia,2015-06-25,2012-04-01,2042-03-31
1461,Grouped Connect Solar PV Power Generation Project in China,"China Three Gorges Renewables (Group) Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,302628,Asia,2020-04-06,2013-01-23,2023-01-22
1371,Guizhou Kong On Cement Company Limited WHR Power Generation Project (6MW),Guizhou Kong On Cement Company Limited,Energy industries (renewable/non-renewable sources); Manufacturing industries,,ACM0012,Registered,China,23898,Asia,2014-12-02,2013-02-17,2023-02-16
1453,Gansu Ganzhou District Nantan Phase I 50MWp Solar Photovoltaic Power Project,"Gansu Heihe Hydropower New Energy Development Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,67453,Asia,2015-06-10,,
1448,Putian Shicheng Wind Farm Project,"Fujian Energy Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,104794,Asia,2020-04-06,2018-03-06,2025-03-05
1445,Putian Shijing Wind Farm Project,"Fujian Energy Wind Power Co., Ltd.",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,96496,Asia,2020-04-06,2017-12-30,2024-12-29
1446,Sichuan Furong Coal Mine Methane Utilization Project,Sichuan Furong Group's Limited Industrial Company,"Fugitive emissions from fuels (solid, oil and gas); Mining/mineral production",,ACM0008,Registered,China,215387,Asia,2015-06-22,,
1444,"Three Gorges New Energy Jiuquan Co., Ltd Guazhou 100MW Solar Power Project","Three Gorges New Energy Jiuquan Co., Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,126206,Asia,2015-06-04,2013-12-30,2023-12-29
1433,"LinCang Yun County, XinTangFang Hydropower Station Project","LinCang Yun Tou Yue Dian Hydropower Development Co.,Ltd",Energy industries (renewable/non-renewable sources),,ACM0002,Registered,China,35166,Asia,2014-12-20,2016-08-31,2023-08-30
