"Vintage","Credit Status","Quantity","GSID","Project Name","Project Developer","Country","Project Type","Methodology","Programme of Activities","POA GSID","Product Type","Issuance Date","Monitoring Period Start","Monitoring Period End","Serial Number","Eligible for CORSIA?","Retired for CORSIA?","CORSIA Authorisation","Aeroplane Operator Name"
"2020","Issued","8528","2575","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-063","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:57:27.351","2020-01-01","2020-12-31","GS1-1-CN-GS2575-4-2020-22422-1-8528","No","No","Not Applicable",
"2020","Issued","8291","2574","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-062","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:55:07.223","2020-01-01","2020-12-31","GS1-1-CN-GS2574-4-2020-22421-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2573","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-061","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:54:42.557","2020-01-01","2020-12-31","GS1-1-CN-GS2573-4-2020-22420-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2572","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-060","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:54:26.496","2020-01-01","2020-12-31","GS1-1-CN-GS2572-4-2020-22419-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2571","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-059","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:53:53.197","2020-01-01","2020-12-31","GS1-1-CN-GS2571-4-2020-22418-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2570","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-058","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:52:49.344","2020-01-01","2020-12-31","GS1-1-CN-GS2570-4-2020-22417-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2569","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-057","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:51:43.872","2020-01-01","2020-12-31","GS1-1-CN-GS2569-4-2020-22416-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2568","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-056","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:51:27.347","2020-01-01","2020-12-31","GS1-1-CN-GS2568-4-2020-22415-1-8291","No","No","Not Applicable",
"2020","Issued","8291","2567","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-055","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:50:58.593","2020-01-01","2020-12-31","GS1-1-CN-GS2567-4-2020-22414-1-8291","No","No","Not Applicable",
"2020","Issued","8528","2566","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-054","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:49:53.180","2020-01-01","2020-12-31","GS1-1-CN-GS2566-4-2020-22413-1-8528","No","No","Not Applicable",
"2020","Issued","8388","1745","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-053","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:48:24.197","2020-01-01","2020-12-31","GS1-1-CN-GS1745-4-2020-22412-1-8388","No","No","Not Applicable",
"2020","Issued","7520","1744","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-052","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:47:48.468","2020-01-01","2020-12-31","GS1-1-CN-GS1744-4-2020-22411-1-7520","No","No","Not Applicable",
"2020","Issued","8528","1743","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-051","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:46:59.223","2020-01-01","2020-12-31","GS1-1-CN-GS1743-4-2020-22410-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1742","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-050","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:46:46.104","2020-01-01","2020-12-31","GS1-1-CN-GS1742-4-2020-22409-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1740","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-048","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:46:06.381","2020-01-01","2020-12-31","GS1-1-CN-GS1740-4-2020-22407-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1739","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-047","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:45:51.255","2020-01-01","2020-12-31","GS1-1-CN-GS1739-4-2020-22406-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1738","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-046","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:45:09.916","2020-01-01","2020-12-31","GS1-1-CN-GS1738-4-2020-22405-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1737","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-045","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:44:56.757","2020-01-01","2020-12-31","GS1-1-CN-GS1737-4-2020-22404-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1736","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-044","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:44:43.259","2020-01-01","2020-12-31","GS1-1-CN-GS1736-4-2020-22403-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1735","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-043","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:44:01.508","2020-01-01","2020-12-31","GS1-1-CN-GS1735-4-2020-22402-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1734","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-042","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:43:43.896","2020-01-01","2020-12-31","GS1-1-CN-GS1734-4-2020-22401-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1733","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-041","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:43:31.706","2020-01-01","2020-12-31","GS1-1-CN-GS1733-4-2020-22400-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1732","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-040","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.I. Biogas/biomass thermal applications for households/small users","VPA","1239","VER","2022-04-18T09:42:55.647","2020-01-01","2020-12-31","GS1-1-CN-GS1732-4-2020-22399-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1731","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-039","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:42:18.592","2020-01-01","2020-12-31","GS1-1-CN-GS1731-4-2020-22398-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1730","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-038","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:41:34.608","2020-01-01","2020-12-31","GS1-1-CN-GS1730-4-2020-22397-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1728","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-037","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:34:34.367","2020-01-01","2020-12-31","GS1-1-CN-GS1728-4-2020-22396-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1727","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-036","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:34:07.806","2020-01-01","2020-12-31","GS1-1-CN-GS1727-4-2020-22395-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1726","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-035","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:33:56.013","2020-01-01","2020-12-31","GS1-1-CN-GS1726-4-2020-22394-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1725","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-034","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:33:37.407","2020-01-01","2020-12-31","GS1-1-CN-GS1725-4-2020-22393-1-8528","No","No","Not Applicable",
"2020","Issued","8528","1724","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-033","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-18T09:33:21.541","2020-01-01","2020-12-31","GS1-1-CN-GS1724-4-2020-22392-1-8528","No","No","Not Applicable",
"2020","Issued","8291","1723","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-032","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:14:43.754","2020-01-01","2020-12-31","GS1-1-CN-GS1723-4-2020-22391-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1722","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-031","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:14:22.453","2020-01-01","2020-12-31","GS1-1-CN-GS1722-4-2020-22390-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1721","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-030","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:14:08.864","2020-01-01","2020-12-31","GS1-1-CN-GS1721-4-2020-22389-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1720","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-029","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:13:50.941","2020-01-01","2020-12-31","GS1-1-CN-GS1720-4-2020-22388-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1719","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-028","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:13:38.290","2020-01-01","2020-12-31","GS1-1-CN-GS1719-4-2020-22387-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1718","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-027","Chengdu Oasis Science & Technology Co Ltd","China","Biomass, or Liquid Biofuel - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:12:48.661","2020-01-01","2020-12-31","GS1-1-CN-GS1718-8-2020-22386-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1717","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-026","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-14T16:12:10.988","2020-01-01","2020-12-31","GS1-1-CN-GS1717-4-2020-22385-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1716","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-025","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-13T12:02:24.148","2020-01-01","2020-12-31","GS1-1-CN-GS1716-4-2020-22384-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1715","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-024","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-13T12:01:27.207","2020-01-01","2020-12-31","GS1-1-CN-GS1715-4-2020-22383-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1714","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-023","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-13T12:00:14.665","2020-01-01","2020-12-31","GS1-1-CN-GS1714-4-2020-22382-1-8291","No","No","Not Applicable",
"2020","Issued","8291","1713","GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-022","Chengdu Oasis Science & Technology Co Ltd","China","Biogas - Heat","AMS-I.C. Thermal energy production with or without electricity","VPA","1239","VER","2022-04-13T11:58:40.618","2020-01-01","2020-12-31","GS1-1-CN-GS1713-4-2020-22381-1-8291","No","No","Not Applicable",
