Vintage,Credit Status,Quantity,GSID,Project Name,Project Developer,Country,Product Type,Project Type,Methodology,Programme of Activities,POA GSID,Issuance Date,Retirement Date,Monitoring Period Start,Monitoring Period End,Serial Number,Note,Eligible for CORSIA?,Retired for CORSIA?,CORSIA Authorisation,Aeroplane Operator Name
2019,Retired,908,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,1/25/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2019-22045-1-908,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,No,No,Not Applicable,
2018,Retired,2000,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,5/17/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2018-22044-1116-3115,,No,No,Not Applicable,
2017,Retired,253,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,4/6/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2017-22043-4293-4545,“On behalf of Tricorona Climate Partner AB” ,No,No,Not Applicable,
2017,Retired,140,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,2/25/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2017-22043-4153-4292,Retired on behalf of ViaEurope B.V. for their emissions of 2021.,No,No,Not Applicable,
2017,Retired,555,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,1/31/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2017-22043-2998-3552,'Retirement on behalf of Treepoints ltd to offset customers commitments.',No,No,Not Applicable,
2017,Retired,121,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,12/20/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2017-22043-2877-2997,Retired on behalf of the Interface Inc 2021 Carbon Neutral Floors™ program,No,No,Not Applicable,
2017,Retired,875,2665,Wenchang Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,11/30/2021,12/20/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2665-4-2017-22043-2002-2876,Retired on behalf of the Interface Inc 2021 Carbon Neutral Floors™ program,No,No,Not Applicable,
2019,Retired,720,7049,Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion),UPM Umwelt-Projekt-Management GmbH,China,VER,Biogas - Heat,AMS-I.I. Biogas/biomass thermal applications for households/small users,VPA,1239,11/5/2021,12/1/2021,1/1/2019,12/31/2019,GS1-1-CN-GS7049-4-2019-21968-1-720,,No,No,Not Applicable,
2020,Retired,315,1253,Xinyang MSW Landfill Site LFG Recovery to Power Project,Shanghai BCCY New Power Industry Co.Ltd.,China,VER,Biogas - Electricity,AMS-I.D. Grid connected renewable electricity generation,Standalone,,10/26/2021,1/25/2022,7/1/2020,1/31/2021,GS1-1-CN-GS1253-5-2020-21908-1-315,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,No,No,Not Applicable,
2017,Retired,437,7049,Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion),UPM Umwelt-Projekt-Management GmbH,China,VER,Biogas - Heat,AMS-I.I. Biogas/biomass thermal applications for households/small users,VPA,1239,10/12/2021,10/12/2021,1/1/2017,12/31/2017,GS1-1-CN-GS7049-4-2017-21818-1-437,Retired on behalf of CarbonClick and Centrality for the purpose of tokenising under CO2 (1001) on CENNZnet Azulea,No,No,Not Applicable,
2020,Retired,212,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,10/8/2021,6/21/2022,1/1/2020,12/31/2020,GS1-1-CN-GS835-14-2020-21766-333-544,,No,No,Not Applicable,
2020,Retired,332,835,Hunan Guanbaodu-Liangjiangkou Small-scale Hydropower Bundle Project,Climate Bridge (Shanghai) Ltd.,China,VER,"Small, Low - Impact Hydro",ACM0002 Grid-connected electricity generation from renewable sources,Standalone,,10/8/2021,1/25/2022,1/1/2020,12/31/2020,GS1-1-CN-GS835-14-2020-21766-1-332,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,No,No,Not Applicable,
2017,Retired,310,7049,Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion),UPM Umwelt-Projekt-Management GmbH,China,VER,Biogas - Heat,AMS-I.I. Biogas/biomass thermal applications for households/small users,VPA,1239,9/22/2021,9/30/2021,1/1/2017,12/31/2017,GS1-1-CN-GS7049-4-2017-21685-1-310,,No,No,Not Applicable,
2016,Retired,3000,7049,Sichuan Rural Poor-Household Biogas Development Programme (GS1239 CER to VER conversion),UPM Umwelt-Projekt-Management GmbH,China,VER,Biogas - Heat,AMS-I.I. Biogas/biomass thermal applications for households/small users,VPA,1239,8/25/2021,9/10/2021,1/1/2016,12/31/2016,GS1-1-CN-GS7049-4-2016-21554-1-3000,,No,No,Not Applicable,
2019,Retired,758,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,10/28/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2019-21435-25568-26325,,No,No,Not Applicable,
2019,Retired,10269,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,12/20/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2019-21435-568-10836,Retired on behalf of Allbirds,No,No,Not Applicable,
2018,Retired,29900,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,12/22/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2018-21434-22759-52658,Purchased on behalf of Boeing to achieve Net Zero emissions for Scope 1 Scope 2 and business travel emissions in 2021,No,No,Not Applicable,
2018,Retired,100,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,10/16/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2018-21434-22659-22758,"200 tons of GS VER shall be retired so as to offset the greenhouse gas emissions in the whole life cycle of 200，000 copies of the work “Carbon Neutralization Era” authored by Mr. Wang Jun
注销200吨黄金标准减排量用于抵消汪军先生的著作《碳中和时代》20万本全生命周期的温室气体排放。",No,No,Not Applicable,
2018,Retired,1000,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,10/14/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2018-21434-1054-2053,"on behalf of Treepoints Ltd for Voluntary Offset of Business Activities
",No,No,Not Applicable,
2017,Retired,30,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,6/8/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-51402-51431,Retired by Beyond Neutral on behalf of Your Property Profits to offset Paul and Jenny Warren's renovation,No,No,Not Applicable,
2017,Retired,10,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,5/16/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-51392-51401,,No,No,Not Applicable,
2017,Retired,200,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,5/2/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-51192-51391,Retired by Beyond Neutral on behalf of MyMetaverse and Parallel Planes,No,No,Not Applicable,
2017,Retired,200,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,4/4/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-50992-51191,Retired by Beyond Neutral on behalf of MyMetaverse and Parallel Planes,No,No,Not Applicable,
2017,Retired,3000,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,7/21/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-21992-24991,These units were cancelled on behalf of King & Wood Mallesons to support its carbon neutral claim against the Climate Active Carbon Neutral Standard for FY2022,No,No,Not Applicable,
2017,Retired,20777,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,11/15/2022,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-1215-21991,,No,No,Not Applicable,
2017,Retired,175,2664,Haikou Rural Methane Digesters Project in Hainan Province,Guizhou Honor Carbon Asset Management Co. Ltd,China,VER,Biogas - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,8/16/2021,9/15/2021,1/1/2017,12/31/2019,GS1-1-CN-GS2664-4-2017-21433-1040-1214,on behalf of Treepoints Ltd for Voluntary Offset of Business Activities,No,No,Not Applicable,
2021,Retired,291,7606,Zaoyuan Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/9/2021,1/25/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7606-3-2021-21297-1-291,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,No,No,Not Applicable,
2020,Retired,9000,7606,Zaoyuan Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/9/2021,7/21/2021,3/16/2020,3/15/2021,GS1-1-CN-GS7606-3-2020-21296-76958-85957,,Yes,No,Not Applicable,
2020,Retired,5250,7606,Zaoyuan Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/9/2021,12/8/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7606-3-2020-21296-56708-61957,,Yes,No,Not Applicable,
2020,Retired,4750,7606,Zaoyuan Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/9/2021,12/8/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7606-3-2020-21296-17452-22201,,Yes,No,Not Applicable,
2020,Retired,1719,7606,Zaoyuan Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/9/2021,1/25/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7606-3-2020-21296-1-1719,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,Yes,No,Not Applicable,
2021,Retired,288,7605,Shifosi Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/7/2021,1/25/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7605-3-2021-21292-1-288,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,No,No,Not Applicable,
2020,Retired,1697,7605,Shifosi Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/7/2021,1/25/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7605-3-2020-21291-1-1697,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,Yes,No,Not Applicable,
2021,Retired,294,7604,Houji Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/7/2021,1/25/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7604-3-2021-21290-1-294,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,No,No,Not Applicable,
2020,Retired,1735,7604,Houji Solar Cooker Project,Sirreon Technology & Development (Beijing) Co.Ltd,China,VER,Solar Thermal - Heat,AMS-I.C. Thermal energy production with or without electricity,Standalone,,7/7/2021,1/25/2022,3/16/2020,3/15/2021,GS1-1-CN-GS7604-3-2020-21289-1-1735,Retired by Gold Standard to compensate for potential over-issuance from Safe Water Supply projects identified by 2020-initiated grievance investigation. 2022 installment #1,Yes,No,Not Applicable,
2020,Retired,75,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,12/16/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-66612-66686,,No,No,Not Applicable,
2020,Retired,1763,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,12/16/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-64849-66611,,No,No,Not Applicable,
2020,Retired,1507,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,11/3/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-63342-64848,,No,No,Not Applicable,
2020,Retired,1900,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-61442-63341,,No,No,Not Applicable,
2020,Retired,6333,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-55109-61441,,No,No,Not Applicable,
2020,Retired,10767,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-44342-55108,,No,No,Not Applicable,
2020,Retired,4764,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-39578-44341,,No,No,Not Applicable,
2020,Retired,3891,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-35687-39577,,No,No,Not Applicable,
2020,Retired,36,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-35651-35686,,No,No,Not Applicable,
2020,Retired,8736,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-26915-35650,,No,No,Not Applicable,
2020,Retired,13573,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,6/28/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-13342-26914,,No,No,Not Applicable,
2020,Retired,1000,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,4/4/2022,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-12342-13341,QLD: 1000 GS CER - Song Chung Hydropower Project Carbon credits retired on behalf of Sicada Fire & Safety Pty Ltd for Climate Active certification purposes. NSW: 1000 GS VER - Everbright Landfill Gas China Carbon credits retired on behalf of Sicada Fire & Safety (NSW) Pty Ltd for Climate Active certification purposes.,No,No,Not Applicable,
2020,Retired,49,397,*Suzhou Qizi Mountain Landfill Gas Recovery Project (300259),South Pole Carbon Asset Management Ltd.,China,VER,Other,ACM0001 Flaring or use of landfill gas,Standalone,,6/30/2021,11/26/2021,4/1/2018,7/31/2020,GS1-1-CN-GS397-21-2020-21269-12293-12341,Credits retired on behalf of Development Victoria to comply with Climate Active certification corresponding to the period FY20-21,No,No,Not Applicable,
